,Fiscal Year,LEA Name,LEA Entity ID,School Name,School Entity ID,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total
1594,2018,Scottsdale Unified District,4240,Tavan Elementary School,5044,*,97,104,126,110,117,123,*,*,*,*,*,*,*,687
1595,2018,Scottsdale Unified District,4240,Tonalea K-8,5047,*,42,57,44,58,59,74,148,190,177,*,*,*,*,849
1596,2018,Scottsdale Unified District,4240,Yavapai Elementary School,5052,*,34,54,49,55,46,54,*,*,*,*,*,*,*,298
1597,2018,"Sedona Charter School, Inc.",4492,Sedona Charter School,6132,*,14,*,21,22,25,19,14,18,*,*,*,*,*,151
1598,2018,Sedona-Oak Creek JUSD #9,4467,Big Park Community School,6084,*,23,16,23,26,31,37,34,*,*,*,*,*,*,193
1599,2018,Sedona-Oak Creek JUSD #9,4467,Red Rock Academy,90826,*,*,*,*,*,*,*,*,*,*,*,*,*,19,28
1600,2018,Sedona-Oak Creek JUSD #9,4467,Sedona Red Rock Junior/Senior High School,6085,*,*,*,*,*,*,*,*,65,65,76,81,81,67,435
1601,2018,Sedona-Oak Creek JUSD #9,4467,West Sedona Elementary School,6083,*,34,35,36,47,48,54,41,*,*,*,*,*,*,299
1602,2018,Self Development Academy-Phoenix,92381,Self Development Academy-Phoenix,92890,*,35,42,39,37,41,28,38,33,23,*,*,*,*,316
1603,2018,Self Development Charter School,79072,Self Development Charter School,79104,*,84,60,59,57,50,52,34,40,24,*,*,*,*,460
1604,2018,Seligman Unified District,4472,Seligman Elementary School,6104,*,*,*,*,13,*,11,*,*,*,*,*,*,*,74
1605,2018,Seligman Unified District,4472,Seligman High School,6105,*,*,*,*,*,*,*,*,*,*,18,12,*,11,51
1606,2018,Sentinel Elementary District,4250,Sentinel Elementary School,5188,*,*,*,*,*,*,*,*,*,*,*,*,*,*,36
1607,2018,"Shonto Governing Board of Education, Inc.",6353,Shonto Preparatory Technology High School,5653,*,*,*,*,*,*,*,*,*,*,26,16,20,11,73
1608,2018,Show Low Unified District,4393,Linden Elementary School,5628,*,27,26,30,31,28,35,*,*,*,*,*,*,*,177
1609,2018,Show Low Unified District,4393,Nikolaus Homestead Elementary School,5627,*,*,*,*,157,158,155,*,*,*,*,*,*,*,470
1610,2018,Show Low Unified District,4393,Show Low High School,5632,*,*,*,*,*,*,*,*,*,*,187,220,175,147,729
1611,2018,Show Low Unified District,4393,Show Low Junior High School,5631,*,*,*,*,*,*,*,188,207,192,*,*,*,*,587
1612,2018,Show Low Unified District,4393,WMI ON LINE,91203,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1613,2018,Show Low Unified District,4393,Whipple Ranch Elementary School,5626,*,131,138,141,*,*,*,*,*,*,*,*,*,*,410
1614,2018,Show Low Unified District,4393,White Mountain Institute,79646,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18
1615,2018,Sierra Vista Unified District,4175,Bella Vista Elementary School,4775,*,44,55,48,43,49,58,59,*,*,*,*,*,*,356
1616,2018,Sierra Vista Unified District,4175,Buena High School,4783,*,*,*,*,*,*,*,*,*,*,554,571,487,536,2148
1617,2018,Sierra Vista Unified District,4175,Carmichael Elementary School,4776,32,59,48,59,51,46,55,56,*,*,*,*,*,*,406
1618,2018,Sierra Vista Unified District,4175,Huachuca Mountain Elementary School,4777,*,86,92,74,103,87,86,83,*,*,*,*,*,*,611
1619,2018,Sierra Vista Unified District,4175,Joyce Clark Middle School,4781,*,*,*,*,*,*,*,*,364,411,*,*,*,*,775
1620,2018,Sierra Vista Unified District,4175,Pueblo Del Sol Elementary School,4778,*,68,79,84,76,68,80,74,*,*,*,*,*,*,529
1621,2018,Sierra Vista Unified District,4175,Sierra Vista Online,440989,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12
1622,2018,Sierra Vista Unified District,4175,Town & Country Elementary School,4779,25,45,35,48,52,58,54,58,*,*,*,*,*,*,375
1623,2018,Sierra Vista Unified District,4175,Village Meadows Elementary School,4780,*,70,71,73,66,79,58,61,*,*,*,*,*,*,478
1624,2018,Skull Valley Elementary District,4478,Skull Valley Elementary School,6113,*,*,*,*,*,*,*,*,*,*,*,*,*,*,22
1625,2018,"Skyline Gila River Schools, LLC",90329,Skyline D5,89941,*,*,*,*,*,*,26,27,22,19,16,16,15,14,155
1626,2018,"Skyline Schools, Inc.",79084,Skyline Prep High School,79092,*,*,*,*,*,*,*,*,*,*,32,43,36,36,147
1627,2018,"Skyview School, Inc.",4496,Skyview School,6141,*,28,28,27,25,20,32,18,21,20,*,*,*,*,219
1628,2018,Snowflake Unified District,4391,Highland Primary School,5619,*,96,115,118,125,*,*,*,*,*,*,*,*,*,454
1629,2018,Snowflake Unified District,4391,Snowflake High School,5618,*,*,*,*,*,*,*,*,*,*,226,192,171,138,727
1630,2018,Snowflake Unified District,4391,Snowflake Intermediate School,5614,*,*,*,*,*,139,139,131,*,*,*,*,*,*,409
1631,2018,Snowflake Unified District,4391,Snowflake Junior High School,5616,*,*,*,*,*,*,*,*,216,232,*,*,*,*,448
1632,2018,Snowflake Unified District,4391,Taylor Elementary School,5615,*,69,63,71,68,*,*,*,*,*,*,*,*,*,271
1633,2018,Snowflake Unified District,4391,Taylor Intermediate School,5617,*,*,*,*,*,76,66,56,*,*,*,*,*,*,198
1634,2018,Solomon Elementary District,4222,Solomon Elementary School,4894,*,23,21,17,29,28,23,19,15,18,*,*,*,*,201
1635,2018,Somerton Elementary District,4500,Desert Sonora Elementary School,6166,31,57,72,54,64,72,69,*,*,*,*,*,*,*,419
1636,2018,Somerton Elementary District,4500,Orange Grove Elementary School,6165,36,70,62,55,59,62,71,*,*,*,*,*,*,*,415
1637,2018,Somerton Elementary District,4500,Somerton Middle School,6164,*,*,*,*,*,*,*,331,327,337,*,*,*,*,995
1638,2018,Somerton Elementary District,4500,Tierra Del Sol Elementary School,6167,36,117,108,128,115,133,142,*,*,*,*,*,*,*,779
1639,2018,Somerton Elementary District,4500,Valle Del Encanto Learning Center,87330,34,73,75,55,74,74,50,*,*,*,*,*,*,*,435
1640,2018,Sonoita Elementary District,4461,Elgin Elementary School,5970,*,16,13,12,*,17,*,14,*,14,*,*,*,*,113
1641,2018,Sonoran Desert School,78868,Sonoran Desert School,78869,*,*,*,*,*,*,*,*,*,*,*,*,*,*,29
1642,2018,Sonoran Science Academy - Broadway,89915,Sonoran Science Academy - Broadway,89916,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1643,2018,South Phoenix Academy Inc.,91108,South Phoenix Prep and Arts Academy,91109,*,57,65,55,44,56,*,*,*,*,*,*,*,*,277
1644,2018,"South Valley Academy, Inc.",90540,South Valley Prep and Arts School,91122,*,*,*,*,*,*,58,59,57,55,*,*,*,*,229
1645,2018,"Southern Arizona Community Academy, Inc.",79000,SACA Online,92518,*,*,*,*,*,*,*,*,*,*,*,*,*,13,17
1646,2018,"Southern Arizona Community Academy, Inc.",79000,Southern Arizona Community High School,79028,*,*,*,*,*,*,*,*,*,*,*,16,25,98,145
1647,2018,"Southgate Academy, Inc.",79085,Southgate Academy,79091,*,40,48,35,41,37,43,48,56,61,34,39,29,34,545
1648,2018,Southwest Leadership Academy,92043,Southwest Leadership Academy,92044,*,*,*,*,*,*,*,*,*,*,23,52,72,174,321
1649,2018,St David Unified District,4173,St David Elementary School,4761,*,28,20,25,32,30,30,16,31,23,*,*,*,*,244
1650,2018,St David Unified District,4173,St David High School,4762,*,*,*,*,*,*,*,*,*,*,38,29,12,25,104
1651,2018,St Johns Unified District,4153,Coronado Elementary School,4517,*,47,52,69,62,*,*,*,*,*,*,*,*,*,235
1652,2018,St Johns Unified District,4153,St Johns High School,4711,*,*,*,*,*,*,*,*,*,*,74,87,49,39,249
1653,2018,St Johns Unified District,4153,St Johns Middle School,4710,*,*,*,*,*,48,68,63,68,60,*,*,*,*,307
1654,2018,St Johns Unified District,4153,St. Johns Learning Center,89607,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13
1655,2018,Stanfield Elementary District,4451,Stanfield Elementary School,5946,19,43,47,50,45,56,62,51,67,50,*,*,*,*,490
1656,2018,StarShine Academy,85807,StarShine Academy,80475,*,*,*,*,*,*,*,*,*,*,*,*,*,15,91
1657,2018,Stepping Stones Academy,10966,Stepping Stones Academy,78818,*,20,26,20,27,24,25,28,20,20,*,*,*,*,210
1658,2018,StrengthBuilding Partners,91992,Las Puertas Community School,92497,*,*,*,*,*,*,*,*,16,27,16,*,*,*,61
1659,2018,Success School,79453,Arizona Charter Academy,79454,*,121,93,81,76,76,77,91,80,52,*,*,*,*,747
1660,2018,Sunnyside Unified District,4407,Apollo Middle School,5809,*,*,*,*,*,*,*,*,309,299,*,*,*,*,613
1661,2018,Sunnyside Unified District,4407,Billy Lane Lauffer Middle School,87532,*,*,*,*,*,*,146,155,214,190,*,*,*,*,705
1662,2018,Sunnyside Unified District,4407,Challenger Middle School,5824,*,*,*,*,*,*,*,*,397,367,*,*,*,*,768
1663,2018,Sunnyside Unified District,4407,Craycroft Elementary School,5810,*,88,98,114,132,143,*,*,*,*,*,*,*,*,575
1664,2018,Sunnyside Unified District,4407,Desert View High School,5826,*,*,*,*,*,*,*,*,*,*,605,549,469,418,2041
1665,2018,Sunnyside Unified District,4407,Drexel Elementary School,5812,20,72,63,62,79,80,68,72,*,*,*,*,*,*,516
1666,2018,Sunnyside Unified District,4407,Elvira Elementary School,5813,*,88,81,82,118,90,99,94,*,*,*,*,*,*,652
1667,2018,Sunnyside Unified District,4407,Esperanza Elementary School,5814,*,86,88,70,93,102,87,83,*,*,*,*,*,*,609
1668,2018,Sunnyside Unified District,4407,Gallego Intermediate Fine Arts Magnet School,92770,*,*,*,*,*,159,164,169,175,187,*,*,*,*,854
1669,2018,Sunnyside Unified District,4407,Gallego Primary Fine Arts Magnet,5816,*,122,121,152,162,*,*,*,*,*,*,*,*,*,557
1670,2018,Sunnyside Unified District,4407,Liberty Elementary School,5815,*,84,99,94,108,97,99,93,*,*,*,*,*,*,674
1671,2018,Sunnyside Unified District,4407,Los Amigos Elementary School,5818,*,96,97,98,92,94,87,93,*,*,*,*,*,*,657
1672,2018,Sunnyside Unified District,4407,Los Ninos Elementary School,5817,19,52,54,56,60,90,69,62,*,*,*,*,*,*,462
1673,2018,Sunnyside Unified District,4407,Mission Manor Elementary School,5820,*,101,79,91,86,104,111,97,*,*,*,*,*,*,669
1674,2018,Sunnyside Unified District,4407,Ocotillo Early Learning Elementary School,5825,211,120,78,*,*,*,*,*,*,*,*,*,*,*,413
1675,2018,Sunnyside Unified District,4407,Rivera Elementary,89584,*,73,65,75,83,79,97,75,*,*,*,*,*,*,547
1676,2018,Sunnyside Unified District,4407,STAR Academic High School,6288,*,*,*,*,*,*,*,*,*,*,*,44,94,54,193
1677,2018,Sunnyside Unified District,4407,Santa Clara Elementary School,5822,*,69,78,73,97,89,81,79,*,*,*,*,*,*,566
1678,2018,Sunnyside Unified District,4407,Sierra 2-8 School,5823,*,*,*,90,98,108,94,118,225,222,*,*,*,*,955
1679,2018,Sunnyside Unified District,4407,Summit View Elementary,5821,*,56,55,66,64,77,63,77,*,*,*,*,*,*,458
1680,2018,Sunnyside Unified District,4407,Sunnyside High School,5827,*,*,*,*,*,*,*,*,*,*,568,580,499,422,2069
1681,2018,Sunnyside Unified District,4407,Sunnyside Online Success Academy,91829,*,*,*,*,*,*,*,*,*,*,*,*,*,13,31
1682,2018,Superior Unified School District,4440,John F Kennedy School,5905,15,21,34,29,26,26,29,24,*,*,*,*,*,*,204
1683,2018,Superior Unified School District,4440,Superior Senior High School,5907,*,*,*,*,*,*,*,*,32,26,34,27,32,26,177
1684,2018,SySTEM Schools,91933,SySTEM Phoenix,92594,*,*,*,*,*,*,*,25,25,31,23,*,*,*,112
1685,2018,"Synergy Public School, Inc.",92981,Synergy Public School,962403,*,83,21,18,14,*,16,*,*,*,*,*,*,*,162
1686,2018,Tanque Verde Unified District,4408,Agua Caliente School,5830,*,66,55,70,71,81,82,86,*,*,*,*,*,*,514
1687,2018,Tanque Verde Unified District,4408,Emily Gray Junior High School,5828,*,*,*,*,*,*,*,*,192,193,*,*,*,*,385
1688,2018,Tanque Verde Unified District,4408,Tanque Verde Elementary School,5829,*,82,89,81,99,99,107,115,*,*,*,*,*,*,672
1689,2018,Tanque Verde Unified District,4408,Tanque Verde High School,87466,*,*,*,*,*,*,*,*,*,*,128,108,82,86,404
1690,2018,Teleos Preparatory Academy,90142,Great Hearts Academies - Teleos Prep,90143,*,39,17,22,17,21,29,21,18,22,*,*,*,*,206
1691,2018,"Telesis Center for Learning, Inc.",79218,Telesis Preparatory,80980,*,29,43,34,29,33,30,56,44,37,*,*,*,*,335
1692,2018,"Telesis Center for Learning, Inc.",79218,Telesis Preparatory Academy,78857,*,*,*,*,*,*,*,*,*,*,13,27,20,16,76
1693,2018,Tempe Preparatory Academy,4361,Tempe Preparatory Academy,5549,*,*,*,*,*,*,*,67,69,69,68,61,55,49,438
1694,2018,Tempe School District,4258,Aguilar School,5226,26,65,79,72,73,91,85,*,*,*,*,*,*,*,491
1695,2018,Tempe School District,4258,Arredondo Elementary School,5222,14,51,52,44,54,61,61,*,*,*,*,*,*,*,337
1696,2018,Tempe School District,4258,Broadmor Elementary School,5213,*,118,117,90,121,122,96,*,*,*,*,*,*,*,664
1697,2018,Tempe School District,4258,Carminati School,5212,11,62,63,59,56,43,62,*,*,*,*,*,*,*,356
1698,2018,Tempe School District,4258,Connolly Middle School,5231,*,*,*,*,*,*,*,383,379,345,*,*,*,*,1107
1699,2018,Tempe School District,4258,Curry Elementary School,5221,*,83,84,78,83,97,97,*,*,*,*,*,*,*,522
1700,2018,Tempe School District,4258,Fees College Preparatory Middle School,5232,*,*,*,*,*,*,*,300,244,294,*,*,*,*,838
1701,2018,Tempe School District,4258,Flora Thew Elementary School,5214,25,70,82,79,96,90,101,*,*,*,*,*,*,*,543
1702,2018,Tempe School District,4258,Frank Elementary School,5211,34,71,77,81,92,87,83,*,*,*,*,*,*,*,525
1703,2018,Tempe School District,4258,Fuller Elementary School,5228,*,116,119,118,113,112,116,*,*,*,*,*,*,*,694
1704,2018,Tempe School District,4258,Getz School,5233,199,*,*,*,*,*,*,*,*,*,*,*,*,*,204
1705,2018,Tempe School District,4258,Gililland Middle School,5230,*,*,*,*,*,*,*,323,258,292,*,*,*,*,873
1706,2018,Tempe School District,4258,Holdeman Elementary School,5215,27,80,74,92,103,94,83,*,*,*,*,*,*,*,553
1707,2018,Tempe School District,4258,Hudson Elementary School,5219,*,61,75,75,80,88,63,*,*,*,*,*,*,*,442
1708,2018,Tempe School District,4258,Laird Elementary School,5216,*,61,55,57,76,59,73,50,70,54,*,*,*,*,564
1709,2018,Tempe School District,4258,Meyer Montessori,5217,30,21,*,*,*,*,*,*,*,*,*,*,*,*,51
1710,2018,Tempe School District,4258,Nevitt Elementary School,5224,26,126,124,132,140,123,134,*,*,*,*,*,*,*,805
1711,2018,Tempe School District,4258,Rover Elementary School,5227,*,78,83,72,73,80,82,*,*,*,*,*,*,*,471
1712,2018,Tempe School District,4258,Scales Technology Academy,5220,19,71,65,67,65,62,68,*,*,*,*,*,*,*,417
1713,2018,Tempe School District,4258,Tempe Academy of International Studies McKemy Campus,91913,*,*,*,*,*,*,*,116,103,82,*,*,*,*,301
1714,2018,Tempe School District,4258,Ward Traditional Academy,81057,*,47,49,50,54,58,62,47,42,47,*,*,*,*,456
1715,2018,Tempe School District,4258,Wood School,5225,16,65,79,77,91,78,87,*,*,*,*,*,*,*,493
1716,2018,Tempe Union High School District,4287,Compadre High School,5450,*,*,*,*,*,*,*,*,*,*,*,37,106,181,330
1717,2018,Tempe Union High School District,4287,Corona Del Sol High School,5447,*,*,*,*,*,*,*,*,*,*,687,695,673,669,2724
1718,2018,Tempe Union High School District,4287,Desert Vista High School,5449,*,*,*,*,*,*,*,*,*,*,737,800,739,703,2979
1719,2018,Tempe Union High School District,4287,Marcos De Niza High School,5446,*,*,*,*,*,*,*,*,*,*,389,398,330,332,1449
1720,2018,Tempe Union High School District,4287,Mcclintock High School,5445,*,*,*,*,*,*,*,*,*,*,529,456,436,385,1806
1721,2018,Tempe Union High School District,4287,Mountain Pointe High School,5448,*,*,*,*,*,*,*,*,*,*,728,681,587,581,2577
1722,2018,Tempe Union High School District,4287,Tempe High School,5444,*,*,*,*,*,*,*,*,*,*,522,461,384,358,1725
1723,2018,Thatcher Unified District,4219,Jack Daley Primary School,4886,*,103,146,132,*,*,*,*,*,*,*,*,*,*,381
1724,2018,Thatcher Unified District,4219,Thatcher Elementary School,4887,*,*,*,*,131,139,159,149,*,*,*,*,*,*,578
1725,2018,Thatcher Unified District,4219,Thatcher High School,4889,*,*,*,*,*,*,*,*,*,*,117,117,85,76,395
1726,2018,Thatcher Unified District,4219,Thatcher Middle School,4888,*,*,*,*,*,*,*,*,144,139,*,*,*,*,283
1727,2018,"The Charter Foundation, Inc.",6355,AmeriSchools Academy - Camelback,6063,*,13,15,25,18,19,26,29,25,21,*,*,*,*,191
1728,2018,"The Charter Foundation, Inc.",6355,AmeriSchools Academy - Country Club,79296,*,17,18,20,22,26,22,23,23,26,*,*,*,*,197
1729,2018,"The Charter Foundation, Inc.",6355,AmeriSchools Academy - Yuma,78904,*,25,32,22,23,22,21,17,*,*,*,*,*,*,162
1730,2018,"The Charter Foundation, Inc.",6355,Amerischools Academy North,91212,*,37,31,16,30,37,22,36,*,*,*,*,*,*,209
1731,2018,The Farm at Mission Montessori Academy,91340,The Farm at Mission Montessori Academy,92247,*,*,*,*,*,*,*,*,17,13,*,*,*,*,30
1732,2018,The Grande Innovation Academy,92978,The Grande Innovation,649230,*,89,61,77,59,69,55,47,43,26,*,*,*,*,526
1733,2018,"The Odyssey Preparatory Academy, Inc.",90287,Odyssey Institute for Advanced and International Studies,91825,*,*,*,*,*,*,*,228,224,237,217,165,127,107,1305
1734,2018,"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy,90772,*,96,102,102,89,109,94,*,*,*,*,*,*,*,592
1735,2018,"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy - Sienna Hills,92233,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1736,2018,"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy Goodyear,91205,*,102,100,109,108,112,112,*,*,*,*,*,*,*,643
1737,2018,"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy Sienna Hills,92233,*,75,79,80,72,106,76,*,*,*,*,*,*,*,488
1738,2018,"The Paideia Academies, Inc",91250,The Paideia Academy of South Phoenix,91775,*,20,93,87,83,91,69,51,50,49,*,*,*,*,593
1739,2018,The Shelby School,79131,The Shelby School,79132,*,*,*,*,*,*,*,*,*,*,*,*,*,*,27
1740,2018,Tolleson Elementary District,4264,Arizona Desert Elementary School,10869,39,74,65,88,82,84,78,66,*,*,*,*,*,*,576
1741,2018,Tolleson Elementary District,4264,Desert Oasis Elementary School,87526,*,82,79,90,89,108,109,88,108,89,*,*,*,*,847
1742,2018,Tolleson Elementary District,4264,Porfirio H. Gonzales Elementary School,6240,38,81,84,86,90,102,97,89,146,123,*,*,*,*,936
1743,2018,Tolleson Elementary District,4264,Sheely Farms Elementary School,79402,31,75,85,84,79,77,86,97,79,102,*,*,*,*,795
1744,2018,Tolleson Union High School District,4288,Copper Canyon High School,85810,*,*,*,*,*,*,*,*,*,*,643,613,585,537,2378
1745,2018,Tolleson Union High School District,4288,La Joya Community High School,80051,*,*,*,*,*,*,*,*,*,*,585,605,544,511,2245
1746,2018,Tolleson Union High School District,4288,Sierra Linda High School,89908,*,*,*,*,*,*,*,*,*,*,492,456,428,434,1810
1747,2018,Tolleson Union High School District,4288,Tolleson Union High School,5452,*,*,*,*,*,*,*,*,*,*,658,568,573,512,2311
1748,2018,Tolleson Union High School District,4288,University High School,90551,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1749,2018,Tolleson Union High School District,4288,Westview High School,5453,*,*,*,*,*,*,*,*,*,*,634,566,596,610,2406
1750,2018,Toltec School District,4450,Arizona City Elementary School,92244,13,60,75,48,78,79,54,57,61,64,*,*,*,*,589
1751,2018,Toltec School District,4450,Toltec Elementary School,5945,*,37,50,36,51,39,40,48,44,39,*,*,*,*,384
1752,2018,Tombstone Unified District,4168,Huachuca City School,4749,12,17,29,35,21,37,27,40,32,35,*,*,*,*,285
1753,2018,Tombstone Unified District,4168,Tombstone High School,4751,*,*,*,*,*,*,*,*,*,*,132,112,72,56,372
1754,2018,Tombstone Unified District,4168,Walter J Meyer School,4750,*,12,18,*,20,20,17,20,15,*,*,*,*,*,138
1755,2018,Tonto Basin Elementary District,4215,Tonto Basin Elementary,4877,*,*,*,*,13,*,13,*,*,*,*,*,*,*,69
1756,2018,Topock Elementary District,4376,Topock Elementary School,5581,13,15,11,19,18,22,12,*,*,*,*,*,*,*,118
1757,2018,Triumphant Learning Center,4225,Triumphant Learning Center,4897,*,11,*,*,12,*,*,11,*,*,*,*,*,*,86
1758,2018,Trivium Preparatory Academy,90859,Great Hearts Academies - Trivium Prep,91156,*,*,*,*,*,*,*,150,140,139,108,103,63,33,736
1759,2018,Tuba City Unified School District #15,4197,Dzil Libei Elementary School,4834,*,14,11,*,14,11,12,*,*,*,*,*,*,*,69
1760,2018,Tuba City Unified School District #15,4197,Gap Primary School,4835,*,*,18,13,*,*,*,*,*,*,*,*,*,*,56
1761,2018,Tuba City Unified School District #15,4197,Tuba City Alternative School,78916,*,*,*,*,*,*,*,*,*,*,*,*,*,13,26
1762,2018,Tuba City Unified School District #15,4197,Tuba City High School,4838,*,*,*,*,*,*,*,*,*,*,193,195,169,131,688
1763,2018,Tuba City Unified School District #15,4197,Tuba City Junior High School,4837,*,*,*,*,*,*,*,92,125,118,*,*,*,*,335
1764,2018,Tuba City Unified School District #15,4197,Tuba City Primary School,4833,25,70,56,94,109,79,85,*,*,*,*,*,*,*,518
1765,2018,"Tucson Country Day School, Inc.",79073,Tucson Country Day School,79103,*,85,87,74,79,86,66,78,65,64,*,*,*,*,684
1766,2018,"Tucson International Academy, Inc.",79979,TIA East,90044,*,*,*,*,*,11,15,*,12,14,*,*,*,*,108
1767,2018,"Tucson International Academy, Inc.",79979,TIA West,90045,*,*,*,*,11,*,*,12,*,12,*,*,*,*,111
1768,2018,"Tucson International Academy, Inc.",79979,Tucson International Academy,79980,*,*,11,*,*,13,12,*,*,11,*,*,*,*,103
1769,2018,"Tucson International Academy, Inc.",79979,Tucson International Academy Midvale,84297,*,14,*,*,13,11,13,21,26,24,20,*,*,*,182
1770,2018,Tucson Preparatory School,6374,Tucson Preparatory School,5892,*,*,*,*,*,*,*,*,*,*,*,20,16,78,117
1771,2018,Tucson Unified District,4403,AGAVE Middle and High School,85924,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1772,2018,Tucson Unified District,4403,Alice Vail Middle School,5750,*,*,*,*,*,*,*,210,243,200,*,*,*,*,653
1773,2018,Tucson Unified District,4403,Anna Henry Elementary School,5685,*,65,60,66,69,61,64,*,*,*,*,*,*,*,386
1774,2018,Tucson Unified District,4403,Anna Lawrence Intermediate School,5694,*,*,*,*,56,54,48,58,56,51,*,*,*,*,323
1775,2018,Tucson Unified District,4403,Annie Kellond Elementary School,5693,*,67,82,77,88,101,103,*,*,*,*,*,*,*,518
1776,2018,Tucson Unified District,4403,Blenman Elementary School,5659,*,45,56,43,61,66,57,*,*,*,*,*,*,*,338
1777,2018,Tucson Unified District,4403,Bloom Elementary,5660,13,47,63,33,50,51,57,*,*,*,*,*,*,*,314
1778,2018,Tucson Unified District,4403,Bonillas Elementary Basic Curriculum Magnet School,5661,*,78,48,66,62,62,66,*,*,*,*,*,*,*,382
1779,2018,Tucson Unified District,4403,Booth-Fickett Math/Science Magnet School,5738,*,37,38,51,67,59,68,166,172,209,*,*,*,*,867
1780,2018,Tucson Unified District,4403,Borman Elementary School,5663,13,72,92,82,60,63,49,41,24,*,*,*,*,*,496
1781,2018,Tucson Unified District,4403,Borton Primary Magnet School,5664,*,67,63,66,68,70,71,*,*,*,*,*,*,*,412
1782,2018,Tucson Unified District,4403,C E Rose Elementary School,5715,*,95,83,84,110,107,95,87,81,66,*,*,*,*,811
1783,2018,Tucson Unified District,4403,Carrillo Intermediate Magnet School,5666,*,42,53,54,49,54,48,*,*,*,*,*,*,*,300
1784,2018,Tucson Unified District,4403,Catalina High Magnet School,5756,*,*,*,*,*,*,*,*,*,*,171,191,171,177,710
1785,2018,Tucson Unified District,4403,Cavett Elementary School,5667,*,44,58,44,50,41,56,*,*,*,*,*,*,*,301
1786,2018,Tucson Unified District,4403,Cholla High Magnet School,5757,*,*,*,*,*,*,*,*,*,*,529,508,437,417,1891
1787,2018,Tucson Unified District,4403,Cholla High School,5757,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1788,2018,Tucson Unified District,4403,Collier Elementary School,5668,*,16,26,31,30,33,28,*,*,*,*,*,*,*,168
1789,2018,Tucson Unified District,4403,Cragin Elementary School,5670,*,51,49,47,50,57,54,*,*,*,*,*,*,*,318
1790,2018,Tucson Unified District,4403,Davidson Elementary School,5671,*,55,43,39,43,31,42,*,*,*,*,*,*,*,260
1791,2018,Tucson Unified District,4403,Davis Bilingual Magnet School,5672,*,43,50,50,56,51,45,*,*,*,*,*,*,*,295
1792,2018,Tucson Unified District,4403,Dietz K-8 School,5673,*,41,49,50,59,61,62,49,48,62,*,*,*,*,481
1793,2018,Tucson Unified District,4403,Doolen Middle School,5737,*,*,*,*,*,*,*,253,226,217,*,*,*,*,696
1794,2018,Tucson Unified District,4403,Drachman Primary Magnet School,5674,*,59,46,62,52,40,35,22,18,19,*,*,*,*,353
1795,2018,Tucson Unified District,4403,Dunham Elementary School,5676,*,38,48,35,38,42,35,*,*,*,*,*,*,*,236
1796,2018,Tucson Unified District,4403,Ford Elementary,5678,*,60,77,65,47,60,70,*,*,*,*,*,*,*,379
1797,2018,Tucson Unified District,4403,Frances J Warren Elementary School,5729,*,36,53,42,53,50,46,*,*,*,*,*,*,*,290
1798,2018,Tucson Unified District,4403,Fruchthendler Elementary School,5680,*,47,55,68,53,71,63,*,*,*,*,*,*,*,357
1799,2018,Tucson Unified District,4403,Gale Elementary School,5681,*,70,57,54,62,64,60,*,*,*,*,*,*,*,373
1800,2018,Tucson Unified District,4403,Gridley Middle School,5739,*,*,*,*,*,*,*,263,268,255,*,*,*,*,786
1801,2018,Tucson Unified District,4403,Harold Steele Elementary School,5723,24,48,53,33,46,55,51,*,*,*,*,*,*,*,310
1802,2018,Tucson Unified District,4403,Harriet Johnson Primary School,5691,15,73,64,51,*,*,*,*,*,*,*,*,*,*,203
1803,2018,Tucson Unified District,4403,Henry Hank Oyama,80039,*,58,54,63,64,65,70,*,*,*,*,*,*,*,384
1804,2018,Tucson Unified District,4403,Holladay Intermediate Magnet School,5686,*,30,34,33,31,37,38,*,*,*,*,*,*,*,209
1805,2018,Tucson Unified District,4403,Hollinger K-8 School,5684,*,52,56,55,64,62,64,68,63,47,*,*,*,*,533
1806,2018,Tucson Unified District,4403,Howell Peter Elementary,5687,*,46,42,57,50,60,43,*,*,*,*,*,*,*,307
1807,2018,Tucson Unified District,4403,Hudlow Elementary School,5688,*,42,40,31,43,38,37,*,*,*,*,*,*,*,238
1808,2018,Tucson Unified District,4403,Ida Flood Dodge Traditional Middle Magnet School,5735,*,*,*,*,*,*,*,147,135,133,*,*,*,*,415
1809,2018,Tucson Unified District,4403,Irene Erickson Elementary School,5677,19,70,65,60,63,76,63,*,*,*,*,*,*,*,416
1810,2018,Tucson Unified District,4403,John B Wright Elementary School,5733,*,101,81,72,82,78,73,*,*,*,*,*,*,*,494
